epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2987.8,0.34657,0.27236,0.90214,0.98093,0.96511,0.96426,0.94799,0.26823,0.19131,0.79304,0.000182664,0.000182664,0.000182664
181,3004.52,0.35133,0.26561,0.89158,0.98093,0.96511,0.96426,0.94799,0.26823,0.19131,0.79304,0.000181617,0.000181617,0.000181617
182,3021.3,0.34277,0.26417,0.89582,0.97644,0.96586,0.96504,0.94836,0.2473,0.18437,0.79839,0.000180571,0.000180571,0.000180571
183,3037.99,0.35319,0.26663,0.89761,0.97644,0.96586,0.96504,0.94836,0.2473,0.18437,0.79839,0.000179524,0.000179524,0.000179524
184,3054.81,0.35277,0.27152,0.90235,0.97046,0.96742,0.96521,0.9496,0.24675,0.18491,0.79868,0.000178477,0.000178477,0.000178477
185,3071.6,0.37315,0.28306,0.91596,0.99278,0.95873,0.964,0.94747,0.24967,0.18604,0.79462,0.000177431,0.000177431,0.000177431
186,3087.84,0.34951,0.26982,0.89556,0.99278,0.95873,0.964,0.94747,0.24967,0.18604,0.79462,0.000176384,0.000176384,0.000176384
187,3104.2,0.33951,0.25021,0.88842,0.99257,0.95878,0.96346,0.94583,0.24812,0.18319,0.79318,0.000175338,0.000175338,0.000175338
188,3120.64,0.33596,0.253,0.88134,0.99038,0.95775,0.96366,0.94669,0.24454,0.18334,0.79275,0.000174291,0.000174291,0.000174291
189,3137,0.35033,0.27051,0.90589,0.99038,0.95775,0.96366,0.94669,0.24454,0.18334,0.79275,0.000173245,0.000173245,0.000173245
190,3153.44,0.35207,0.27469,0.89212,0.98649,0.96079,0.96451,0.94857,0.25187,0.18473,0.7948,0.000172198,0.000172198,0.000172198
191,3169.89,0.3423,0.26496,0.89369,0.98649,0.96079,0.96451,0.94857,0.25187,0.18473,0.7948,0.000171151,0.000171151,0.000171151
192,3187.15,0.35233,0.25779,0.89798,0.98026,0.96405,0.96412,0.94706,0.25823,0.18623,0.79441,0.000170105,0.000170105,0.000170105
193,3203.46,0.35151,0.26705,0.90584,0.98132,0.96532,0.96408,0.94623,0.26895,0.19473,0.79361,0.000169058,0.000169058,0.000169058
194,3219.79,0.34767,0.25836,0.89295,0.98132,0.96532,0.96408,0.94623,0.26895,0.19473,0.79361,0.000168012,0.000168012,0.000168012
195,3236.2,0.33636,0.24698,0.88744,0.98065,0.96517,0.96399,0.94577,0.26861,0.18831,0.79392,0.000166965,0.000166965,0.000166965
196,3252.62,0.3454,0.25626,0.90091,0.97903,0.96455,0.96413,0.94231,0.27599,0.1883,0.79897,0.000165919,0.000165919,0.000165919
197,3268.97,0.34677,0.25944,0.88226,0.97903,0.96455,0.96413,0.94231,0.27599,0.1883,0.79897,0.000164872,0.000164872,0.000164872
198,3285.48,0.35428,0.25869,0.88473,0.98111,0.96367,0.96568,0.9448,0.26753,0.18501,0.80066,0.000163825,0.000163825,0.000163825
199,3301.84,0.33761,0.26669,0.88977,0.98111,0.96367,0.96568,0.9448,0.26753,0.18501,0.80066,0.000162779,0.000162779,0.000162779
200,3318.26,0.34697,0.26589,0.90035,0.98345,0.96394,0.96561,0.94709,0.25865,0.18247,0.79761,0.000161732,0.000161732,0.000161732
201,3334.66,0.35006,0.26368,0.91164,0.97888,0.96551,0.96439,0.94651,0.25557,0.17707,0.79757,0.000160686,0.000160686,0.000160686
202,3350.98,0.33042,0.25126,0.89355,0.97888,0.96551,0.96439,0.94651,0.25557,0.17707,0.79757,0.000159639,0.000159639,0.000159639
203,3367.38,0.33174,0.24996,0.87872,0.99353,0.96017,0.96373,0.94805,0.25796,0.17806,0.79606,0.000158593,0.000158593,0.000158593
204,3383.95,0.35354,0.26726,0.91514,0.99264,0.96033,0.96191,0.94666,0.25653,0.18128,0.79075,0.000157546,0.000157546,0.000157546
205,3400.28,0.34836,0.24703,0.88772,0.99264,0.96033,0.96191,0.94666,0.25653,0.18128,0.79075,0.000156499,0.000156499,0.000156499
206,3416.74,0.33622,0.24979,0.88383,0.99194,0.96109,0.96192,0.94694,0.25747,0.18259,0.78598,0.000155453,0.000155453,0.000155453
207,3433.07,0.32615,0.25823,0.88565,0.99194,0.96109,0.96192,0.94694,0.25747,0.18259,0.78598,0.000154406,0.000154406,0.000154406
208,3449.45,0.32794,0.25243,0.88569,0.99311,0.96047,0.96186,0.9496,0.25607,0.1841,0.78531,0.00015336,0.00015336,0.00015336
209,3465.75,0.32788,0.24655,0.88687,0.99408,0.96082,0.96373,0.94926,0.25594,0.18214,0.78678,0.000152313,0.000152313,0.000152313
210,3482.09,0.32062,0.23542,0.874,0.99408,0.96082,0.96373,0.94926,0.25594,0.18214,0.78678,0.000151267,0.000151267,0.000151267
211,3498.55,0.33939,0.25741,0.89087,0.97912,0.96544,0.96531,0.95095,0.24865,0.18006,0.78645,0.00015022,0.00015022,0.00015022
212,3515.44,0.33238,0.24728,0.86924,0.98054,0.96529,0.96614,0.95254,0.2392,0.17589,0.78692,0.000149173,0.000149173,0.000149173
213,3532.16,0.32692,0.25669,0.87807,0.98054,0.96529,0.96614,0.95254,0.2392,0.17589,0.78692,0.000148127,0.000148127,0.000148127
214,3548.95,0.31611,0.24359,0.87014,0.97977,0.9656,0.9663,0.95191,0.23714,0.17377,0.79005,0.00014708,0.00014708,0.00014708
215,3565.26,0.32934,0.25572,0.88065,0.97977,0.9656,0.9663,0.95191,0.23714,0.17377,0.79005,0.000146034,0.000146034,0.000146034
216,3581.69,0.31387,0.23863,0.87924,0.97874,0.96089,0.96549,0.94956,0.24681,0.1739,0.79221,0.000144987,0.000144987,0.000144987
217,3598.04,0.33809,0.25157,0.89272,0.99475,0.95403,0.96368,0.94845,0.2492,0.1746,0.78678,0.000143941,0.000143941,0.000143941
218,3614.41,0.3399,0.24786,0.8877,0.99475,0.95403,0.96368,0.94845,0.2492,0.1746,0.78678,0.000142894,0.000142894,0.000142894
219,3630.84,0.34769,0.26826,0.89913,0.9905,0.95918,0.96332,0.94797,0.25076,0.17384,0.78693,0.000141847,0.000141847,0.000141847
220,3647.32,0.33494,0.24586,0.88555,0.98504,0.96388,0.96436,0.95159,0.24351,0.1701,0.78497,0.000140801,0.000140801,0.000140801
221,3663.72,0.34259,0.24938,0.88345,0.98504,0.96388,0.96436,0.95159,0.24351,0.1701,0.78497,0.000139754,0.000139754,0.000139754
222,3680.29,0.31202,0.24166,0.8774,0.99042,0.96056,0.96491,0.95259,0.24411,0.17276,0.78483,0.000138708,0.000138708,0.000138708
223,3697.03,0.31385,0.24226,0.86927,0.99042,0.96056,0.96491,0.95259,0.24411,0.17276,0.78483,0.000137661,0.000137661,0.000137661
224,3713.44,0.364,0.27899,0.90217,0.98653,0.96474,0.96521,0.95247,0.2491,0.17528,0.78267,0.000136615,0.000136615,0.000136615
225,3729.85,0.32379,0.2461,0.87259,0.98675,0.96695,0.96539,0.95231,0.24711,0.17793,0.78065,0.000135568,0.000135568,0.000135568
226,3746.15,0.32158,0.24296,0.86767,0.98675,0.96695,0.96539,0.95231,0.24711,0.17793,0.78065,0.000134521,0.000134521,0.000134521
227,3762.55,0.32152,0.23937,0.87381,0.98182,0.96757,0.96533,0.95356,0.24598,0.17651,0.77846,0.000133475,0.000133475,0.000133475
228,3779.35,0.31945,0.24098,0.87042,0.97784,0.96787,0.96556,0.95416,0.2432,0.17002,0.77856,0.000132428,0.000132428,0.000132428
229,3796.16,0.32804,0.24535,0.88509,0.97784,0.96787,0.96556,0.95416,0.2432,0.17002,0.77856,0.000131382,0.000131382,0.000131382
230,3813.03,0.30963,0.23329,0.87125,0.97868,0.96682,0.96555,0.95393,0.24114,0.16978,0.77665,0.000130335,0.000130335,0.000130335
231,3829.41,0.30986,0.23347,0.87248,0.97868,0.96682,0.96555,0.95393,0.24114,0.16978,0.77665,0.000129289,0.000129289,0.000129289
232,3845.78,0.329,0.23683,0.88313,0.97917,0.96617,0.9654,0.95229,0.24398,0.16975,0.77611,0.000128242,0.000128242,0.000128242
233,3862.19,0.33712,0.23417,0.89138,0.97706,0.96561,0.9653,0.95122,0.24791,0.17116,0.77582,0.000127195,0.000127195,0.000127195
234,3878.55,0.31487,0.23213,0.87424,0.97706,0.96561,0.9653,0.95122,0.24791,0.17116,0.77582,0.000126149,0.000126149,0.000126149
235,3895.03,0.33734,0.24137,0.886,0.97823,0.96632,0.96518,0.9526,0.24806,0.16925,0.77506,0.000125102,0.000125102,0.000125102
236,3912.17,0.33972,0.24519,0.88753,0.97894,0.96723,0.96525,0.95439,0.24123,0.16573,0.77495,0.000124056,0.000124056,0.000124056
237,3929.39,0.31203,0.22658,0.87342,0.97894,0.96723,0.96525,0.95439,0.24123,0.16573,0.77495,0.000123009,0.000123009,0.000123009
238,3946.22,0.32917,0.24731,0.89162,0.98766,0.96374,0.9656,0.95262,0.23577,0.16372,0.77555,0.000121963,0.000121963,0.000121963
239,3962.53,0.32972,0.25383,0.88614,0.98766,0.96374,0.9656,0.95262,0.23577,0.16372,0.77555,0.000120916,0.000120916,0.000120916
240,3979.05,0.30693,0.22883,0.8711,0.99204,0.96257,0.96626,0.95412,0.23296,0.16266,0.77566,0.000119869,0.000119869,0.000119869
241,3995.44,0.29468,0.23214,0.86498,0.99316,0.96404,0.96602,0.95364,0.23601,0.16293,0.77284,0.000118823,0.000118823,0.000118823
242,4011.67,0.32223,0.23521,0.87758,0.99316,0.96404,0.96602,0.95364,0.23601,0.16293,0.77284,0.000117776,0.000117776,0.000117776
243,4028.07,0.31131,0.23064,0.87304,0.99381,0.96328,0.9655,0.95303,0.23584,0.16279,0.77237,0.00011673,0.00011673,0.00011673
244,4044.49,0.31699,0.23939,0.88,0.98496,0.96391,0.96463,0.95219,0.23449,0.16551,0.77338,0.000115683,0.000115683,0.000115683
245,4060.84,0.31822,0.23278,0.87152,0.98496,0.96391,0.96463,0.95219,0.23449,0.16551,0.77338,0.000114637,0.000114637,0.000114637
246,4077.29,0.3114,0.2279,0.86763,0.99129,0.96449,0.96571,0.95326,0.23636,0.15856,0.77203,0.00011359,0.00011359,0.00011359
247,4093.63,0.31686,0.24,0.88331,0.99129,0.96449,0.96571,0.95326,0.23636,0.15856,0.77203,0.000112543,0.000112543,0.000112543
248,4110.01,0.31356,0.22978,0.86689,0.99099,0.96347,0.96552,0.9546,0.23149,0.15574,0.77213,0.000111497,0.000111497,0.000111497
249,4126.74,0.31513,0.22772,0.87476,0.9931,0.96232,0.96579,0.95477,0.22704,0.15475,0.77214,0.00011045,0.00011045,0.00011045
250,4144.2,0.3068,0.22105,0.86399,0.9931,0.96232,0.96579,0.95477,0.22704,0.15475,0.77214,0.000109404,0.000109404,0.000109404
251,4160.96,0.31965,0.22842,0.87316,0.99339,0.96244,0.96632,0.95672,0.22351,0.15382,0.77108,0.000108357,0.000108357,0.000108357
252,4177.71,0.32383,0.23373,0.87381,0.98164,0.96866,0.96684,0.95591,0.22232,0.15367,0.77127,0.000107311,0.000107311,0.000107311
253,4194.32,0.30525,0.22068,0.85979,0.98164,0.96866,0.96684,0.95591,0.22232,0.15367,0.77127,0.000106264,0.000106264,0.000106264
254,4210.74,0.30471,0.22122,0.87253,0.98331,0.9677,0.96689,0.9569,0.22065,0.152,0.77166,0.000105217,0.000105217,0.000105217
255,4227.45,0.30564,0.22679,0.86164,0.98331,0.9677,0.96689,0.9569,0.22065,0.152,0.77166,0.000104171,0.000104171,0.000104171
256,4244.31,0.31231,0.22556,0.88032,0.98176,0.96769,0.96682,0.95613,0.22088,0.15142,0.77391,0.000103124,0.000103124,0.000103124
257,4260.61,0.32128,0.2409,0.86941,0.98105,0.96833,0.96677,0.95562,0.22451,0.15221,0.77377,0.000102078,0.000102078,0.000102078
258,4276.89,0.3076,0.22229,0.86336,0.98105,0.96833,0.96677,0.95562,0.22451,0.15221,0.77377,0.000101031,0.000101031,0.000101031
259,4293.21,0.32929,0.22824,0.89011,0.99315,0.96431,0.96643,0.95617,0.22863,0.15458,0.77192,9.99846e-05,9.99846e-05,9.99846e-05
260,4309.62,0.29596,0.22205,0.86055,0.99124,0.96305,0.96584,0.95456,0.22965,0.15604,0.77453,9.8938e-05,9.8938e-05,9.8938e-05
261,4326.22,0.32163,0.23039,0.87683,0.99124,0.96305,0.96584,0.95456,0.22965,0.15604,0.77453,9.78914e-05,9.78914e-05,9.78914e-05
262,4342.71,0.30464,0.21245,0.85691,0.99096,0.96295,0.96503,0.95446,0.23093,0.15724,0.77657,9.68449e-05,9.68449e-05,9.68449e-05
263,4358.96,0.29998,0.2101,0.85391,0.99096,0.96295,0.96503,0.95446,0.23093,0.15724,0.77657,9.57983e-05,9.57983e-05,9.57983e-05
264,4375.33,0.31967,0.23606,0.87786,0.99226,0.96181,0.96597,0.95554,0.22726,0.15641,0.77757,9.47517e-05,9.47517e-05,9.47517e-05
265,4391.74,0.32378,0.23683,0.88007,0.99439,0.96356,0.96696,0.95688,0.22438,0.15492,0.77729,9.37051e-05,9.37051e-05,9.37051e-05
266,4407.99,0.31019,0.22371,0.86368,0.99439,0.96356,0.96696,0.95688,0.22438,0.15492,0.77729,9.26586e-05,9.26586e-05,9.26586e-05
267,4424.31,0.31827,0.21994,0.87035,0.99492,0.96358,0.96738,0.9586,0.22338,0.15476,0.77666,9.1612e-05,9.1612e-05,9.1612e-05
268,4441.15,0.31371,0.22788,0.86262,0.97525,0.96996,0.96706,0.95781,0.22382,0.15378,0.7758,9.05654e-05,9.05654e-05,9.05654e-05
269,4457.48,0.2998,0.2213,0.85273,0.97525,0.96996,0.96706,0.95781,0.22382,0.15378,0.7758,8.95189e-05,8.95189e-05,8.95189e-05
270,4473.88,0.31532,0.23891,0.86525,0.98414,0.9689,0.96712,0.95774,0.2243,0.15321,0.77476,8.84723e-05,8.84723e-05,8.84723e-05
271,4490.18,0.31442,0.21854,0.87998,0.98414,0.9689,0.96712,0.95774,0.2243,0.15321,0.77476,8.74257e-05,8.74257e-05,8.74257e-05
272,4506.64,0.30329,0.21476,0.84247,0.98442,0.96785,0.96701,0.9572,0.2223,0.15229,0.7734,8.63791e-05,8.63791e-05,8.63791e-05
273,4522.99,0.31615,0.22936,0.881,0.98062,0.96776,0.96544,0.95672,0.21751,0.15292,0.77317,8.53326e-05,8.53326e-05,8.53326e-05
274,4539.3,0.30181,0.2187,0.8651,0.98062,0.96776,0.96544,0.95672,0.21751,0.15292,0.77317,8.4286e-05,8.4286e-05,8.4286e-05
275,4555.71,0.30337,0.22105,0.85471,0.97906,0.96763,0.96505,0.95659,0.2167,0.15516,0.77412,8.32394e-05,8.32394e-05,8.32394e-05
276,4572.1,0.29117,0.21084,0.84899,0.98119,0.96848,0.96595,0.95744,0.21482,0.15214,0.77225,8.21929e-05,8.21929e-05,8.21929e-05
277,4588.42,0.3011,0.21176,0.86357,0.98119,0.96848,0.96595,0.95744,0.21482,0.15214,0.77225,8.11463e-05,8.11463e-05,8.11463e-05
278,4604.84,0.28378,0.21135,0.84796,0.98351,0.96862,0.96632,0.95713,0.21856,0.14957,0.76851,8.00997e-05,8.00997e-05,8.00997e-05
279,4621.2,0.29193,0.21682,0.85455,0.98351,0.96862,0.96632,0.95713,0.21856,0.14957,0.76851,7.90531e-05,7.90531e-05,7.90531e-05
280,4637.72,0.30236,0.22302,0.85432,0.98371,0.9686,0.96632,0.95683,0.21595,0.14609,0.7674,7.80066e-05,7.80066e-05,7.80066e-05
281,4654.1,0.30339,0.21984,0.86105,0.98471,0.96852,0.96605,0.9572,0.21558,0.14591,0.76549,7.696e-05,7.696e-05,7.696e-05
282,4670.38,0.30929,0.22569,0.86428,0.98471,0.96852,0.96605,0.9572,0.21558,0.14591,0.76549,7.59134e-05,7.59134e-05,7.59134e-05
283,4686.73,0.29792,0.2102,0.85609,0.98367,0.96866,0.96595,0.95735,0.21479,0.14588,0.76495,7.48669e-05,7.48669e-05,7.48669e-05
284,4703.1,0.29924,0.21571,0.86938,0.98345,0.96872,0.9661,0.95876,0.20935,0.14395,0.76476,7.38203e-05,7.38203e-05,7.38203e-05
285,4719.86,0.28699,0.21327,0.84534,0.98345,0.96872,0.9661,0.95876,0.20935,0.14395,0.76476,7.27737e-05,7.27737e-05,7.27737e-05
286,4736.64,0.30163,0.23155,0.86272,0.98284,0.96872,0.96624,0.95924,0.20623,0.14447,0.76396,7.17271e-05,7.17271e-05,7.17271e-05
287,4753.29,0.30444,0.20748,0.86054,0.98284,0.96872,0.96624,0.95924,0.20623,0.14447,0.76396,7.06806e-05,7.06806e-05,7.06806e-05
288,4770.09,0.30228,0.21577,0.85574,0.98339,0.96872,0.96625,0.9592,0.20275,0.14434,0.76302,6.9634e-05,6.9634e-05,6.9634e-05
289,4786.43,0.29893,0.20636,0.86024,0.98412,0.96872,0.96628,0.95937,0.20392,0.14499,0.76209,6.85874e-05,6.85874e-05,6.85874e-05
290,4803.11,0.29093,0.20268,0.85118,0.98412,0.96872,0.96628,0.95937,0.20392,0.14499,0.76209,6.75409e-05,6.75409e-05,6.75409e-05
291,4819.86,0.28963,0.2037,0.84957,0.98428,0.96837,0.96624,0.95962,0.20534,0.14371,0.76178,6.64943e-05,6.64943e-05,6.64943e-05
292,4836.59,0.28683,0.21757,0.85547,0.98561,0.9686,0.9663,0.95955,0.20779,0.14298,0.76109,6.54477e-05,6.54477e-05,6.54477e-05
293,4852.98,0.28021,0.20038,0.84126,0.98561,0.9686,0.9663,0.95955,0.20779,0.14298,0.76109,6.44011e-05,6.44011e-05,6.44011e-05
294,4869.65,0.29224,0.21099,0.86707,0.98635,0.96865,0.96676,0.95938,0.20597,0.14337,0.76125,6.33546e-05,6.33546e-05,6.33546e-05
295,4885.95,0.29078,0.21061,0.85388,0.98635,0.96865,0.96676,0.95938,0.20597,0.14337,0.76125,6.2308e-05,6.2308e-05,6.2308e-05
296,4902.36,0.28879,0.20965,0.85448,0.98511,0.96839,0.96734,0.95985,0.20299,0.14212,0.76104,6.12614e-05,6.12614e-05,6.12614e-05
297,4919.09,0.30111,0.20158,0.85589,0.98517,0.9681,0.9673,0.9602,0.20396,0.14304,0.76028,6.02149e-05,6.02149e-05,6.02149e-05
298,4935.61,0.28172,0.20857,0.85252,0.98517,0.9681,0.9673,0.9602,0.20396,0.14304,0.76028,5.91683e-05,5.91683e-05,5.91683e-05
299,4952.3,0.29351,0.2101,0.86272,0.98716,0.96957,0.96732,0.95961,0.20304,0.14257,0.75985,5.81217e-05,5.81217e-05,5.81217e-05
300,4968.74,0.27592,0.19552,0.84104,0.98108,0.96946,0.96733,0.95934,0.1991,0.14088,0.75938,5.70751e-05,5.70751e-05,5.70751e-05
301,4985.12,0.29536,0.20753,0.85336,0.98108,0.96946,0.96733,0.95934,0.1991,0.14088,0.75938,5.60286e-05,5.60286e-05,5.60286e-05
302,5001.58,0.29053,0.2071,0.86453,0.98276,0.9697,0.96736,0.9592,0.19576,0.13894,0.76029,5.4982e-05,5.4982e-05,5.4982e-05
303,5017.9,0.28246,0.19671,0.84129,0.98276,0.9697,0.96736,0.9592,0.19576,0.13894,0.76029,5.39354e-05,5.39354e-05,5.39354e-05
304,5034.36,0.29179,0.2067,0.86524,0.98478,0.96982,0.96733,0.95899,0.19549,0.13928,0.75982,5.28889e-05,5.28889e-05,5.28889e-05
305,5050.67,0.2782,0.19927,0.84957,0.9845,0.96882,0.96728,0.95816,0.19662,0.13806,0.7591,5.18423e-05,5.18423e-05,5.18423e-05
306,5066.93,0.28507,0.20088,0.86071,0.9845,0.96882,0.96728,0.95816,0.19662,0.13806,0.7591,5.07957e-05,5.07957e-05,5.07957e-05
307,5083.31,0.29447,0.20532,0.85988,0.99494,0.96527,0.96695,0.95964,0.19848,0.13895,0.75818,4.97491e-05,4.97491e-05,4.97491e-05
308,5099.72,0.27891,0.20793,0.85155,0.99577,0.96519,0.96645,0.96016,0.19847,0.13789,0.75779,4.87026e-05,4.87026e-05,4.87026e-05
309,5116.08,0.28681,0.19437,0.8625,0.99577,0.96519,0.96645,0.96016,0.19847,0.13789,0.75779,4.7656e-05,4.7656e-05,4.7656e-05
310,5132.51,0.26917,0.20298,0.84841,0.99532,0.96539,0.96635,0.96072,0.19647,0.13683,0.7581,4.66094e-05,4.66094e-05,4.66094e-05
311,5149.18,0.2859,0.202,0.85018,0.99532,0.96539,0.96635,0.96072,0.19647,0.13683,0.7581,4.55629e-05,4.55629e-05,4.55629e-05
312,5165.93,0.2932,0.1981,0.85265,0.99585,0.96508,0.96622,0.9601,0.1951,0.13458,0.75815,4.45163e-05,4.45163e-05,4.45163e-05
313,5182.27,0.28914,0.21097,0.85557,0.99652,0.96557,0.96636,0.96024,0.1907,0.1305,0.75837,4.34697e-05,4.34697e-05,4.34697e-05
314,5198.59,0.27936,0.19745,0.83838,0.99652,0.96557,0.96636,0.96024,0.1907,0.1305,0.75837,4.24231e-05,4.24231e-05,4.24231e-05
315,5215.05,0.27381,0.1891,0.83438,0.99657,0.96555,0.96658,0.96013,0.18921,0.12967,0.75851,4.13766e-05,4.13766e-05,4.13766e-05
316,5231.45,0.29861,0.20464,0.86592,0.99639,0.9658,0.96656,0.96052,0.18915,0.12838,0.75809,4.033e-05,4.033e-05,4.033e-05
317,5247.81,0.28096,0.19538,0.84833,0.99639,0.9658,0.96656,0.96052,0.18915,0.12838,0.75809,3.92834e-05,3.92834e-05,3.92834e-05
318,5264.28,0.29257,0.1962,0.85227,0.99605,0.96578,0.96652,0.96077,0.18867,0.12921,0.75727,3.82369e-05,3.82369e-05,3.82369e-05
319,5280.97,0.26729,0.19456,0.84323,0.99605,0.96578,0.96652,0.96077,0.18867,0.12921,0.75727,3.71903e-05,3.71903e-05,3.71903e-05
320,5297.68,0.2721,0.19624,0.84339,0.98628,0.96872,0.96666,0.96076,0.18698,0.12978,0.75717,3.61437e-05,3.61437e-05,3.61437e-05
321,5314.42,0.27716,0.19741,0.84744,0.98671,0.96731,0.9669,0.96106,0.185,0.12899,0.75713,3.50971e-05,3.50971e-05,3.50971e-05
322,5331.06,0.27429,0.19074,0.84245,0.98671,0.96731,0.9669,0.96106,0.185,0.12899,0.75713,3.40506e-05,3.40506e-05,3.40506e-05
323,5347.76,0.28327,0.19969,0.8507,0.98661,0.96703,0.96746,0.96123,0.18386,0.12948,0.75712,3.3004e-05,3.3004e-05,3.3004e-05
324,5364.53,0.27706,0.19135,0.85327,0.98567,0.9666,0.96745,0.96203,0.18256,0.12967,0.75682,3.19574e-05,3.19574e-05,3.19574e-05
325,5381.21,0.26607,0.19085,0.84219,0.98567,0.9666,0.96745,0.96203,0.18256,0.12967,0.75682,3.09109e-05,3.09109e-05,3.09109e-05
326,5397.99,0.26862,0.18728,0.84119,0.98538,0.96566,0.96747,0.96203,0.18272,0.13039,0.75621,2.98643e-05,2.98643e-05,2.98643e-05
327,5414.67,0.27504,0.19125,0.84863,0.98538,0.96566,0.96747,0.96203,0.18272,0.13039,0.75621,2.88177e-05,2.88177e-05,2.88177e-05
328,5431.45,0.25542,0.17887,0.84007,0.98624,0.96648,0.96751,0.96245,0.18285,0.1289,0.75586,2.77711e-05,2.77711e-05,2.77711e-05
329,5448.16,0.27027,0.18815,0.8424,0.98656,0.96666,0.9675,0.96237,0.18364,0.12835,0.75546,2.67246e-05,2.67246e-05,2.67246e-05
330,5464.43,0.26855,0.19066,0.83777,0.98656,0.96666,0.9675,0.96237,0.18364,0.12835,0.75546,2.5678e-05,2.5678e-05,2.5678e-05
331,5480.99,0.27112,0.19332,0.8308,0.98671,0.9679,0.96751,0.96236,0.18561,0.12671,0.75539,2.46314e-05,2.46314e-05,2.46314e-05
332,5497.33,0.28015,0.20117,0.85581,0.9892,0.96814,0.96755,0.96213,0.18868,0.12627,0.75504,2.35849e-05,2.35849e-05,2.35849e-05
333,5513.71,0.26016,0.17995,0.83111,0.9892,0.96814,0.96755,0.96213,0.18868,0.12627,0.75504,2.25383e-05,2.25383e-05,2.25383e-05
334,5530.09,0.27002,0.18419,0.83263,0.98834,0.96825,0.96762,0.96206,0.18828,0.125,0.7549,2.14917e-05,2.14917e-05,2.14917e-05
335,5546.41,0.2584,0.1857,0.83844,0.98834,0.96825,0.96762,0.96206,0.18828,0.125,0.7549,2.04451e-05,2.04451e-05,2.04451e-05
336,5562.78,0.25606,0.18276,0.83632,0.98579,0.96833,0.96768,0.9626,0.18771,0.1234,0.7542,1.93986e-05,1.93986e-05,1.93986e-05
337,5579.55,0.26095,0.18994,0.83503,0.98457,0.96993,0.96774,0.96283,0.18615,0.122,0.75359,1.8352e-05,1.8352e-05,1.8352e-05
338,5596.24,0.27011,0.17789,0.83346,0.98457,0.96993,0.96774,0.96283,0.18615,0.122,0.75359,1.73054e-05,1.73054e-05,1.73054e-05
339,5612.95,0.26539,0.18186,0.83967,0.98102,0.96998,0.9678,0.9628,0.18648,0.12208,0.75296,1.62589e-05,1.62589e-05,1.62589e-05
340,5629.36,0.26219,0.18914,0.83622,0.9803,0.97096,0.96786,0.96332,0.18424,0.12154,0.75255,1.52123e-05,1.52123e-05,1.52123e-05
341,5656.08,0.23681,0.16982,0.81261,0.9803,0.97096,0.96786,0.96332,0.18424,0.12154,0.75255,1.41657e-05,1.41657e-05,1.41657e-05
342,5672.86,0.24165,0.16765,0.81983,0.97903,0.97021,0.96722,0.96229,0.18747,0.12424,0.75103,1.31191e-05,1.31191e-05,1.31191e-05
343,5689.14,0.25291,0.17856,0.82354,0.97903,0.97021,0.96722,0.96229,0.18747,0.12424,0.75103,1.20726e-05,1.20726e-05,1.20726e-05
344,5705.54,0.23271,0.16155,0.80397,0.99494,0.96339,0.9667,0.96133,0.19113,0.12791,0.75151,1.1026e-05,1.1026e-05,1.1026e-05
345,5721.83,0.23263,0.16512,0.80645,0.99467,0.96339,0.9666,0.96139,0.19119,0.12798,0.7513,9.97943e-06,9.97943e-06,9.97943e-06
346,5737.98,0.25764,0.19593,0.83567,0.99467,0.96339,0.9666,0.96139,0.19119,0.12798,0.7513,8.93286e-06,8.93286e-06,8.93286e-06
347,5754.26,0.25688,0.19046,0.82599,0.99461,0.96329,0.96653,0.96109,0.19202,0.12909,0.75184,7.88629e-06,7.88629e-06,7.88629e-06
348,5770.56,0.21958,0.15422,0.80339,0.9954,0.96339,0.96643,0.96078,0.19297,0.12928,0.75191,6.83971e-06,6.83971e-06,6.83971e-06
349,5786.85,0.23582,0.1724,0.80709,0.9954,0.96339,0.96643,0.96078,0.19297,0.12928,0.75191,5.79314e-06,5.79314e-06,5.79314e-06
350,5803.24,0.2308,0.16144,0.7974,0.99543,0.9634,0.96638,0.96111,0.19336,0.12945,0.75216,4.74657e-06,4.74657e-06,4.74657e-06
